full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,,4,2003,2003,0,550,34250,30000,17250,45250,44500,34750,0.072,0.155,0.255,3225,26750,35750,26750,2205,26100,17920,17180,14595,42325,28070
,,4,2003,2004,1,550,40000,36250,22000,51250,52250,42500,0.071,0.121,0.194,3225,31250,42000,31250,2205,25425,16990,16610,14000,41120,27000
,,4,2003,2005,2,550,44000,39250,24750,55500,58000,47250,0.073,0.109,0.172,3225,33500,46000,34500,2205,24965,16155,16160,13240,40255,26105
,,4,2003,2006,3,550,48750,42500,26750,60750,64250,53000,0.078,0.101,0.158,3225,35000,50500,38000,2205,24760,15455,15895,12720,39695,25390
,,4,2003,2007,4,550,52000,44750,28250,64500,70750,58000,0.084,0.1,0.15,3225,37500,54250,39750,2205,24290,14640,15495,12030,38365,24250
,,4,2003,2008,5,550,56750,48000,30250,70000,77000,63500,0.097,0.098,0.141,3225,40000,58750,42250,2205,24535,14425,15545,11660,38175,23810
,,4,2003,2009,6,550,57750,48250,30000,71000,78250,64250,0.115,0.106,0.15,3225,38750,58750,41500,2205,24060,13665,15145,10970,37055,22630
,,4,2003,2010,7,550,59500,49250,30250,73000,82000,67000,0.124,0.105,0.15,3225,38750,60000,42250,2205,23735,13175,14855,10385,36160,22025
,,4,2003,2011,8,550,61750,50250,30500,75500,85250,69750,0.128,0.109,0.153,3225,40000,62000,43750,2205,23315,12870,14495,9825,35335,21065
,,4,2003,2012,9,550,64500,51750,31250,78500,89500,72500,0.132,0.11,0.152,3225,40750,64500,45750,2205,23535,13110,14570,9700,34915,20850
,,4,2003,2013,10,550,66750,53000,32000,81500,93250,75250,0.133,0.112,0.153,3225,41750,66250,47500,2205,24625,13840,15115,10150,35660,21595
,,4,2003,2014,11,550,69750,55250,33500,84750,92000,75000,0.152,0.133,0.169,3225,43000,67750,48750,2205,24900,13640,15190,10140,35515,21100
,,4,2004,2004,0,599,33750,29750,17250,44500,44000,34250,0.069,0.157,0.262,3105,26000,35000,26000,2150,25885,18060,17000,14590,40410,26910
,,4,2004,2005,1,599,40000,36250,22000,51250,52250,42000,0.066,0.123,0.195,3105,29250,41750,31000,2150,25300,17190,16465,14005,39405,25910
,,4,2004,2006,2,599,45000,40250,25000,56750,59750,48750,0.072,0.107,0.168,3105,32750,46750,34750,2150,25095,16495,16230,13545,38650,25200
,,4,2004,2007,3,599,48500,43000,26750,61000,66000,53750,0.077,0.102,0.156,3105,35000,50250,37000,2150,24505,15580,15765,12865,37325,23945
,,4,2004,2008,4,599,53250,46250,29000,66500,72250,59750,0.085,0.097,0.144,3105,37500,54750,40250,2150,24630,15145,15765,12435,36965,23560
,,4,2004,2009,5,599,54000,46750,28750,67500,73500,61250,0.104,0.107,0.154,3105,37500,54750,39000,2150,24195,14495,15405,11720,35885,22465
,,4,2004,2010,6,599,56750,47500,29500,70500,77750,64000,0.114,0.105,0.153,3105,38500,57250,40250,2150,23760,13795,15030,11045,34985,21875
,,4,2004,2011,7,599,59000,48750,30500,73000,81250,66750,0.121,0.106,0.153,3105,39500,59250,41500,2150,23215,13210,14590,10330,34015,21090
,,4,2004,2012,8,599,61750,50250,31000,75750,85750,70250,0.127,0.108,0.153,3105,40500,61500,43000,2150,22990,12870,14365,9805,33290,20615
,,4,2004,2013,9,599,64250,51500,32250,78750,89250,72750,0.133,0.111,0.151,3105,42250,63500,44250,2150,23300,13025,14465,9615,33105,20460
,,4,2004,2014,10,599,67750,54000,33500,82750,89250,73000,0.151,0.13,0.168,3105,43500,65500,45500,2150,24065,13375,14805,9850,33625,21040
,,4,2005,2005,0,711,33250,28750,16500,44000,44000,33750,0.063,0.163,0.268,3165,26250,34250,25500,2180,26510,18360,17130,14965,41165,28605
,,4,2005,2006,1,711,41250,37000,22750,52750,53500,43000,0.062,0.115,0.189,3165,31750,43000,30750,2180,26170,17645,16855,14520,40135,27600
,,4,2005,2007,2,711,45250,40750,25500,57250,59750,48500,0.067,0.104,0.163,3165,34000,47250,33500,2180,25535,16650,16350,13765,38870,26200
,,4,2005,2008,3,711,50000,44500,28250,63000,66250,54000,0.077,0.097,0.149,3165,37000,51750,36500,2180,25580,16155,16275,13385,38575,25515
,,4,2005,2009,4,711,51000,44750,27750,64750,68000,56250,0.093,0.105,0.157,3165,36250,52000,36000,2180,24960,15220,15795,12545,37375,24355
,,4,2005,2010,5,711,53500,46000,28500,67250,72500,60000,0.106,0.104,0.152,3165,36750,54000,37250,2180,24590,14625,15465,11790,36510,23335
,,4,2005,2011,6,711,56250,47250,29500,70000,76750,63000,0.112,0.107,0.153,3165,38000,56250,38500,2180,24020,13950,15005,10940,35320,22470
,,4,2005,2012,7,711,59500,49000,30500,73250,82000,66750,0.117,0.106,0.15,3165,40250,59500,40250,2180,23590,13505,14695,10310,34270,21700
,,4,2005,2013,8,711,61750,50500,31500,76250,86000,70000,0.124,0.108,0.15,3165,41000,61500,41750,2180,23430,13250,14520,9855,33610,20865
,,4,2005,2014,9,711,65250,52500,32750,80000,86750,71250,0.137,0.124,0.163,3165,42500,63750,43250,2180,23805,13360,14650,9840,33580,20835
,,4,2006,2006,0,730,33500,29000,16250,44750,44250,34000,0.066,0.168,0.275,3460,27000,34500,25000,2395,27350,18865,17535,15245,41430,30335
,,4,2006,2007,1,730,41000,37000,22500,52750,53250,43000,0.064,0.119,0.192,3460,31500,43000,29750,2395,26740,17960,17105,14605,40065,29020
,,4,2006,2008,2,730,46250,41750,25750,58750,60000,49000,0.071,0.105,0.165,3460,34000,48000,33000,2395,26950,17630,17155,14300,39975,28465
,,4,2006,2009,3,730,47250,42500,25750,60500,61750,51250,0.088,0.112,0.171,3460,34250,48750,32500,2395,26455,16750,16735,13570,38940,27340
,,4,2006,2010,4,730,49750,43750,26750,63250,66000,54500,0.097,0.106,0.164,3460,35000,50750,33750,2395,26180,16145,16450,12945,38265,26245
,,4,2006,2011,5,730,52250,45000,28000,66250,70000,57750,0.104,0.108,0.161,3460,36000,53000,35000,2395,25780,15630,16105,12270,37275,25315
,,4,2006,2012,6,730,55500,47000,29250,69500,75000,61750,0.109,0.107,0.158,3460,38000,56000,36500,2395,25530,15170,15870,11595,36540,24510
,,4,2006,2013,7,730,58250,48750,30250,72750,79250,65000,0.115,0.108,0.157,3460,39250,58500,38250,2395,25445,14840,15740,11115,35940,23750
,,4,2006,2014,8,730,61750,50750,31750,76000,81500,67000,0.127,0.122,0.165,3460,41000,61250,39750,2395,25720,14745,15835,10950,35800,23365
,,4,2007,2007,0,628,34250,29750,17000,45250,44750,34500,0.063,0.158,0.266,3570,26500,36000,24500,2480,26405,18050,17515,14980,40615,29255
,,4,2007,2008,1,628,41250,37250,22250,53250,53250,42500,0.069,0.124,0.201,3570,31000,43500,28500,2480,26605,17785,17595,14700,40640,29055
,,4,2007,2009,2,628,42750,38750,23000,55500,56000,45000,0.089,0.127,0.199,3570,31000,44500,28500,2480,26195,17020,17205,13915,39960,28270
,,4,2007,2010,3,628,45250,40000,24000,58250,59750,48250,0.097,0.12,0.19,3570,32000,46750,29750,2480,26075,16365,17045,13480,39435,27385
,,4,2007,2011,4,628,47500,41250,25250,60500,63500,51250,0.103,0.122,0.185,3570,33750,48750,31000,2480,25710,15625,16750,12720,38440,26235
,,4,2007,2012,5,628,50750,43500,26750,64250,68500,55250,0.109,0.119,0.177,3570,35250,51750,32750,2480,25675,15285,16680,12270,37875,25765
,,4,2007,2013,6,628,53250,45000,27750,67000,72500,58750,0.115,0.121,0.175,3570,36000,54000,34250,2480,25780,15050,16670,11855,37490,25095
,,4,2007,2014,7,628,56250,47250,29000,70500,74750,60500,0.128,0.13,0.179,3570,37250,56250,35750,2480,26105,15085,16785,11655,37640,25025
,,4,2008,2008,0,663,37000,32000,18250,49000,47250,36500,0.068,0.148,0.248,3820,28500,39000,25000,2540,27780,18185,17605,15070,44825,32680
,,4,2008,2009,1,663,40000,35750,20750,52500,51250,40500,0.079,0.139,0.222,3820,29750,42000,26500,2540,27310,17240,17250,14265,43890,31595
,,4,2008,2010,2,663,42750,37750,22250,55250,55500,43750,0.088,0.125,0.203,3820,31000,44250,28000,2540,27035,16400,16990,13505,43340,30410
,,4,2008,2011,3,663,45500,39750,24000,58250,59500,47250,0.095,0.123,0.189,3820,32000,46750,29750,2540,26550,15410,16615,12660,42410,29080
,,4,2008,2012,4,663,48500,41750,25750,61500,64750,51500,0.099,0.118,0.178,3820,34250,49500,31750,2540,26410,14680,16460,11970,41970,28220
,,4,2008,2013,5,663,51250,43250,27000,64500,69250,55000,0.105,0.117,0.173,3820,35500,52000,33500,2540,26360,14120,16415,11405,41250,27650
,,4,2008,2014,6,663,54750,45500,28250,68750,72250,58000,0.118,0.125,0.178,3820,37000,55000,35000,2540,26500,13715,16470,10990,41055,27545
,,4,2009,2009,0,786,34500,29250,15250,47250,45000,34250,0.088,0.187,0.297,3875,25500,35500,22000,2440,28865,18020,17410,14665,47660,33520
,,4,2009,2010,1,786,39000,34000,19000,51250,50250,39250,0.086,0.149,0.24,3875,29000,40250,24750,2440,28615,17225,17220,14015,47230,32845
,,4,2009,2011,2,786,42000,36500,21500,54250,54750,42500,0.088,0.132,0.211,3875,31250,43000,26750,2440,28125,16175,16890,13155,46295,31425
,,4,2009,2012,3,786,45250,39000,23750,57750,59500,46500,0.093,0.126,0.196,3875,33250,46250,29250,2440,27875,15170,16700,12255,45840,30405
,,4,2009,2013,4,786,48250,41000,25250,61000,64750,50750,0.097,0.12,0.183,3875,34500,49000,31250,2440,27770,14360,16585,11550,45470,29500
,,4,2009,2014,5,786,51750,43500,26750,64750,68000,53500,0.11,0.124,0.18,3875,36250,52000,33000,2440,28000,13920,16670,10935,45525,29225
,,4,2010,2010,0,805,33250,27500,15000,45250,43500,32000,0.086,0.187,0.307,4330,25500,34500,20750,2715,31980,19990,19265,16395,52550,35665
,,4,2010,2011,1,805,38250,33500,19250,50250,48750,37750,0.086,0.151,0.246,4330,28750,39500,24250,2715,31495,18990,18960,15580,51590,34665
,,4,2010,2012,2,805,42000,36750,22000,54250,53750,42000,0.09,0.135,0.216,4330,30750,43250,26750,2715,31430,18145,18845,14775,51630,34065
,,4,2010,2013,3,805,45250,39250,23750,58000,59000,46250,0.092,0.127,0.197,4330,32750,46500,28750,2715,31375,17235,18730,13905,51610,33560
,,4,2010,2014,4,805,49000,41750,25750,61750,63000,49500,0.103,0.132,0.191,4330,35250,49500,30500,2715,31620,16615,18810,13280,51795,32930
,,4,2011,2011,0,967,32500,27000,14750,43750,41500,30750,0.092,0.2,0.326,4505,24250,33750,20250,2900,32890,21190,20235,17030,54500,36770
,,4,2011,2012,1,967,37750,33000,18750,49500,47500,36750,0.086,0.158,0.257,4505,28250,39250,23500,2900,33070,20410,20240,16415,55005,36375
,,4,2011,2013,2,967,41250,36250,21500,53250,52250,40750,0.088,0.145,0.229,4505,30750,42750,26000,2900,33220,19585,20220,15810,55705,35755
,,4,2011,2014,3,967,45000,39000,23500,57250,56500,44250,0.099,0.142,0.216,4505,32500,46000,27750,2900,33520,18840,20360,15150,56150,35280
,,4,2012,2012,0,1117,32250,26750,14750,43750,41250,30000,0.088,0.206,0.331,4685,24750,33250,20250,3050,34150,22480,21180,17810,56835,38130
,,4,2012,2013,1,1117,37500,32750,18750,49500,47000,36000,0.083,0.162,0.265,4685,28500,39000,23750,3050,34390,21690,21280,17390,57400,37805
,,4,2012,2014,2,1117,41500,36250,21500,53500,51250,40000,0.09,0.151,0.235,4685,30750,42500,26250,3050,34820,20830,21450,16930,58450,37355
,,4,2013,2013,0,1215,32000,26500,14500,43250,40750,29750,0.085,0.209,0.338,4830,26000,34000,19500,3165,35340,23590,22255,18810,59485,39520
,,4,2013,2014,1,1215,37500,32750,18500,49500,46000,35500,0.087,0.17,0.27,4830,29500,39750,23000,3165,35880,23070,22585,18480,60485,39280
,,4,2014,2014,0,1316,32000,26500,14500,43250,39500,29000,0.084,0.21,0.343,4935,27750,34750,19000,3215,36300,24345,23145,19715,62830,41485
,,5,1999,1999,0,10,29250,26500,15000,40750,38500,28500,0.11,0.233,0.353,2095,27750,30250,22500,1335,14045,8965,12285,8710,31300,12045
,,5,1999,2000,1,10,34250,31750,18500,45750,45000,36000,0.096,0.186,0.299,2095,33750,35750,25500,1335,14210,8990,12085,8525,35915,12540
,,5,1999,2001,2,10,38250,34250,21250,49500,49500,40500,0.103,0.169,0.27,2095,37000,39750,28500,1335,14045,8585,11835,8235,37775,12235
,,5,1999,2002,3,10,38250,34750,20000,52500,50500,41250,0.108,0.213,0.287,2095,36500,39750,28500,1335,14630,8670,12250,8300,38740,11420
,,5,1999,2003,4,10,39750,34250,20750,53250,53750,43750,0.137,0.201,0.282,2095,37250,40500,27000,1335,14410,8240,11900,7845,39035,9655
,,5,1999,2004,5,10,43250,37250,23000,57000,58000,44000,0.157,0.191,0.275,2095,39000,42750,29500,1335,14180,7745,11655,7570,36400,9380
,,5,1999,2005,6,10,43750,38000,22000,59250,59500,47500,0.162,0.211,0.284,2095,40250,46250,27000,1335,14260,7295,11545,7055,36060,9535
,,5,1999,2006,7,10,46250,39250,23000,63000,61750,50500,0.176,0.203,0.279,2095,41750,47000,26750,1335,14575,6820,11715,6585,37795,8780
,,5,1999,2007,8,10,47500,39500,23500,64750,62000,50750,0.189,0.191,0.257,2095,41000,45250,28250,1335,15015,6285,11815,5955,39090,8310
,,5,1999,2008,9,10,50250,43500,25000,66500,67000,52750,0.196,0.194,0.255,2095,44000,47750,30500,1335,15930,6590,12230,6315,43730,11745
,,5,1999,2009,10,10,50000,42000,20000,65750,66000,51750,0.201,0.213,0.279,2095,42750,47250,29750,1335,18230,7550,13625,7305,59830,18920
,,5,1999,2010,11,10,49250,42750,18750,67250,65500,50500,0.225,0.208,0.277,2095,40500,47500,28500,1335,19440,8205,14420,7520,60655,18455
,,5,1999,2011,12,10,50000,42500,19250,68500,62000,50250,0.25,0.223,0.299,2095,40250,44500,27750,1335,20685,8160,15160,7580,65505,17880
,,5,1999,2012,13,10,52500,42750,22000,68500,64500,49750,0.282,0.243,0.299,2095,39250,45250,28500,1335,21535,8195,15705,7530,73915,32265
,,5,1999,2013,14,10,53500,44000,24750,71750,64250,50500,0.294,0.248,0.306,2095,39500,42500,29250,1335,22005,7900,15985,7720,78465,16380
,,5,1999,2014,15,10,54500,45250,23250,72000,62000,46250,0.297,0.267,0.333,2095,40500,45250,28500,1335,22750,7955,16630,7820,79125,15565
,,5,2000,2000,0,10,29500,26500,15500,40500,41000,31000,0.089,0.249,0.335,1960,29250,29500,21250,1290,13570,9055,12190,8895,39330,24800
,,5,2000,2001,1,10,36250,31500,18750,47250,48500,39500,0.099,0.18,0.274,1960,36500,35250,25000,1290,13520,9110,12215,8925,39470,27550
,,5,2000,2002,2,10,38250,34000,21750,49750,52000,42750,0.132,0.173,0.241,1960,36000,37750,25250,1290,13165,8480,11965,8425,34420,22170
,,5,2000,2003,3,10,40500,36750,20750,53250,55750,44250,0.14,0.142,0.259,1960,38750,38500,27000,1290,13220,8190,12000,7990,32945,21090
,,5,2000,2004,4,10,42000,36500,20250,57000,57750,46000,0.137,0.175,0.266,1960,39000,42500,28500,1290,13170,7815,11875,7760,34320,28060
,,5,2000,2005,5,10,42250,38250,20750,57500,60000,47500,0.137,0.183,0.256,1960,40500,42250,29250,1290,12965,7105,11765,7055,34205,26855
,,5,2000,2006,6,10,46500,42000,25250,61500,64250,50500,0.152,0.15,0.213,1960,42000,45750,32000,1290,12755,6510,11535,6495,32715,25525
,,5,2000,2007,7,10,47250,41750,24250,61250,63250,52500,0.16,0.173,0.241,1960,40500,47750,32750,1290,12630,6105,11480,6065,34160,28980
,,5,2000,2008,8,10,48500,43000,25000,65250,66750,52750,0.152,0.162,0.228,1960,44000,49500,32000,1290,13260,6825,12020,6660,33280,28465
,,5,2000,2009,9,10,48500,41250,25250,66000,63750,50500,0.17,0.178,0.249,1960,44000,45250,31750,1290,13930,7420,12660,7380,31625,27590
,,5,2000,2010,10,10,46750,40750,22250,63750,65250,51500,0.168,0.185,0.241,1960,41500,45500,30750,1290,15585,8535,14100,7715,34085,32305
,,5,2000,2011,11,10,47000,42000,21750,64250,66500,50250,0.173,0.201,0.284,1960,40750,48750,30500,1290,15965,8100,14385,7635,37015,40170
,,5,2000,2012,12,10,46750,39250,20250,65000,66500,49750,0.178,0.195,0.282,1960,41250,48500,29250,1290,16565,8435,14930,7885,36015,38380
,,5,2000,2013,13,10,48750,42750,23250,65500,67000,49250,0.211,0.208,0.272,1960,41250,47750,29500,1290,17570,8790,15835,8135,35570,36250
,,5,2000,2014,14,10,50250,41750,21250,68500,61750,49250,0.226,0.228,0.294,1960,42500,50500,29250,1290,17980,8145,16200,7685,34565,35230
,,5,2001,2001,0,8,31250,27250,14250,43500,42750,34000,0.103,0.218,0.344,2525,30500,39250,18250,1360,16880,9060,12410,8300,56395,36350
,,5,2001,2002,1,8,35500,33000,17000,47750,46250,36000,0.13,0.196,0.293,2525,33500,43000,21750,1360,16390,8455,11905,7710,55300,34290
,,5,2001,2003,2,8,37500,32750,18750,50250,49500,39750,0.19,0.193,0.263,2525,34750,43500,19750,1360,15865,8120,11375,7375,53230,30845
,,5,2001,2004,3,8,39500,34500,21000,51500,51000,40500,0.181,0.205,0.26,2525,35750,44750,23000,1360,15550,7415,10895,7095,53470,28640
,,5,2001,2005,4,8,39750,34750,20500,54250,52750,39250,0.169,0.202,0.287,2525,37750,43000,23500,1360,15530,6815,10760,6485,52310,25620
,,5,2001,2006,5,8,42500,35250,20750,54250,56250,44000,0.166,0.202,0.26,2525,38750,46750,26500,1360,16135,6545,10905,5860,53760,24860
,,5,2001,2007,6,8,44250,37500,18250,60000,57500,42750,0.166,0.193,0.284,2525,40750,50250,27500,1360,16055,6720,10670,5725,51985,23385
,,5,2001,2008,7,8,50000,41000,23500,64000,59750,43000,0.196,0.218,0.284,2525,43000,57500,31750,1360,16790,7055,11030,6350,53400,25545
,,5,2001,2009,8,8,50000,40250,24500,61750,62000,46750,0.227,0.218,0.263,2525,41500,57750,29750,1360,18090,8275,11840,7100,53025,25365
,,5,2001,2010,9,8,49000,38250,22750,60500,61750,45750,0.211,0.202,0.275,2525,41750,56500,30500,1360,17640,8925,12350,7890,45050,19885
,,5,2001,2011,10,8,49750,40750,21750,60750,65000,47250,0.208,0.218,0.269,2525,42250,57750,31500,1360,18500,9820,13140,8585,41605,17785
,,5,2001,2012,11,8,52250,43750,24000,62500,64750,48500,0.251,0.248,0.275,2525,41750,56250,30250,1360,18965,10295,13550,8885,39605,16380
,,5,2001,2013,12,8,55750,45250,27250,65000,67000,49250,0.272,0.242,0.311,2525,44250,58000,30500,1360,19300,9725,13695,8685,39825,16735
,,5,2001,2014,13,8,55000,45000,26750,65500,64750,45000,0.26,0.272,0.314,2525,43750,57000,31750,1360,19305,9630,13740,8595,42285,21030
,,5,2002,2002,0,9,32250,28000,16000,44000,40500,34250,0.096,0.181,0.295,1930,29250,34750,23250,1270,14265,9350,12840,9005,30845,23310
,,5,2002,2003,1,9,35250,32000,18250,48000,44750,38000,0.073,0.158,0.254,1930,34250,42000,24250,1270,13805,9140,12400,8765,30275,21365
,,5,2002,2004,2,9,38000,34500,19500,52000,48250,38500,0.088,0.155,0.243,1930,36750,42750,25750,1270,13200,8555,11855,8465,28350,18885
,,5,2002,2005,3,9,39250,34750,19250,53500,49250,40500,0.076,0.14,0.237,1930,38750,44500,26750,1270,13055,8345,11640,7910,27420,17335
,,5,2002,2006,4,9,43000,38000,22250,58250,51750,43500,0.105,0.167,0.237,1930,41750,47000,27250,1270,12830,7790,11370,7555,26445,17695
,,5,2002,2007,5,9,43500,39000,22250,60500,55250,46750,0.102,0.143,0.251,1930,41750,50500,28250,1270,12765,7770,11275,7480,26130,18260
,,5,2002,2008,6,9,47250,41000,24000,63250,57250,48750,0.129,0.152,0.234,1930,44250,51000,30000,1270,12750,7450,11230,7200,25640,19020
,,5,2002,2009,7,9,45750,40750,21250,62500,58000,45500,0.143,0.17,0.237,1930,41750,50750,27000,1270,12365,6540,10845,6180,24640,18635
,,5,2002,2010,8,9,46250,40750,22000,63500,58250,47250,0.164,0.184,0.251,1930,42000,52250,23750,1270,12590,6785,11035,6380,23350,14540
,,5,2002,2011,9,9,49750,44750,25750,67250,61750,50000,0.184,0.187,0.243,1930,43250,55250,26000,1270,12870,7200,11255,6315,22210,12150
,,5,2002,2012,10,9,51500,45250,26000,68750,62750,51000,0.202,0.184,0.234,1930,44500,53250,26000,1270,13415,8000,12110,7555,19005,11130
,,5,2002,2013,11,9,51250,48000,24750,71500,62250,52000,0.213,0.193,0.251,1930,44250,50500,24500,1270,14005,7755,12580,7365,19480,12315
,,5,2002,2014,12,9,50750,47000,22750,70250,63750,51000,0.213,0.225,0.292,1930,43000,49000,24750,1270,13990,7690,12945,7230,15395,9095
,,5,2003,2003,0,8,30000,25500,13000,41000,37750,29000,0.148,0.252,0.361,1760,29000,31000,18750,1095,14170,8845,12670,8465,26625,22305
,,5,2003,2004,1,8,33500,29750,18250,46000,39500,33250,0.124,0.242,0.324,1760,33500,38000,21250,1095,13550,8385,12050,8045,25085,20615
,,5,2003,2005,2,8,35250,32250,18000,48750,42750,34250,0.121,0.194,0.312,1760,34250,37250,24750,1095,13570,8240,11955,7955,24850,15840
,,5,2003,2006,3,8,38500,34250,18250,54250,47000,38500,0.148,0.224,0.291,1760,38250,39500,23250,1095,13345,8030,11820,7780,23495,17345
,,5,2003,2007,4,8,40250,37000,21000,54250,50250,39250,0.164,0.209,0.288,1760,39500,40750,23250,1095,13180,8360,11575,7310,24070,18460
,,5,2003,2008,5,8,42500,38750,21000,57750,52750,43250,0.167,0.212,0.282,1760,41500,44250,24000,1095,13785,8005,12035,7645,25550,17550
,,5,2003,2009,6,8,41500,37000,20500,59000,52750,43000,0.188,0.197,0.276,1760,39250,44750,23750,1095,13785,7480,11960,7185,25290,16295
,,5,2003,2010,7,8,42500,39000,20500,60750,51750,42250,0.2,0.221,0.309,1760,39500,44750,23750,1095,13955,8090,12010,7660,27880,18225
,,5,2003,2011,8,8,43250,39500,21500,63000,54000,43500,0.197,0.2,0.288,1760,39500,46250,25750,1095,14030,7705,11955,7350,29155,18825
,,5,2003,2012,9,8,45750,39000,23750,64750,56750,43250,0.218,0.215,0.3,1760,42000,45750,25750,1095,14670,8610,12390,8105,31180,23360
,,5,2003,2013,10,8,46250,39000,22250,67250,57250,44750,0.236,0.245,0.315,1760,41750,43500,24750,1095,15020,8980,13010,8735,27310,15610
,,5,2003,2014,11,8,49000,41250,24000,69750,58000,44250,0.248,0.252,0.318,1760,43250,47250,25500,1095,15205,8410,13145,8065,26565,15820
,,5,2004,2004,0,10,29000,22250,11750,39000,39750,27750,0.121,0.295,0.432,1760,28250,41500,16000,930,14605,7765,11450,7520,41460,21125
,,5,2004,2005,1,10,34750,27500,16000,45750,44250,32000,0.133,0.254,0.36,1760,33500,45500,19000,930,14425,7130,11260,6930,40980,28225
,,5,2004,2006,2,10,38750,32750,17000,52250,48500,35000,0.13,0.246,0.336,1760,36750,50250,22500,930,14390,6985,11290,6710,39780,25270
,,5,2004,2007,3,10,40000,33500,18250,51750,52250,37000,0.128,0.225,0.326,1760,37500,53500,23250,930,14455,6915,11280,6535,39385,26255
,,5,2004,2008,4,10,42250,35250,20000,55000,55000,41000,0.145,0.234,0.302,1760,38750,62250,24250,930,14725,7070,11655,6980,37630,24615
,,5,2004,2009,5,10,41250,34500,16250,57250,50750,36750,0.174,0.273,0.365,1760,37000,57500,22750,930,14980,7185,11830,6990,36685,24330
,,5,2004,2010,6,10,42000,33750,16000,56500,52750,41250,0.174,0.234,0.35,1760,38000,58750,22250,930,15150,7285,11905,6900,36565,23980
,,5,2004,2011,7,10,45000,37000,19500,61750,52750,39000,0.186,0.242,0.326,1760,40750,61500,22500,930,15215,6965,11885,6820,37915,24065
,,5,2004,2012,8,10,47250,37500,19250,62000,57500,44000,0.193,0.244,0.338,1760,42500,62000,22750,930,15290,6985,11775,6580,39720,25960
,,5,2004,2013,9,10,47250,37500,17250,64250,60250,45750,0.181,0.251,0.336,1760,42750,66500,22000,930,15865,7140,12090,6835,39240,24425
,,5,2004,2014,10,10,47250,37500,18250,65750,56250,41000,0.188,0.254,0.348,1760,43750,63500,22750,930,16365,6715,12350,6540,40380,24740
,,5,2005,2005,0,12,30500,25250,14000,38750,41000,27250,0.098,0.239,0.385,1620,29750,35500,20250,930,13425,7820,11840,7715,28180,23020
,,5,2005,2006,1,12,34500,29250,16500,44000,45750,31500,0.089,0.217,0.357,1620,32500,42000,23750,930,13085,7545,11510,7290,26475,23370
,,5,2005,2007,2,12,36750,30750,17250,48250,49750,35000,0.107,0.215,0.33,1620,34000,45500,24250,930,12950,7415,11360,7030,25300,21755
,,5,2005,2008,3,12,38250,30250,17250,54000,51750,36000,0.128,0.222,0.335,1620,34750,43000,24000,930,13300,7955,11670,7520,24725,20795
,,5,2005,2009,4,12,38750,31750,17250,53750,49750,34750,0.183,0.222,0.328,1620,34750,42000,23000,930,13145,7660,11485,7355,24515,20190
,,5,2005,2010,5,12,37750,31250,16250,52500,49500,35500,0.185,0.237,0.343,1620,31750,39500,26250,930,12990,7165,11340,6795,23440,18365
,,5,2005,2011,6,12,38750,32750,17250,52750,49750,37500,0.204,0.252,0.348,1620,31750,40000,26250,930,13020,7015,11365,6625,22310,16760
,,5,2005,2012,7,12,41500,34750,18750,55750,53250,39500,0.202,0.239,0.335,1620,34250,44500,28750,930,13015,6785,11360,6420,21765,15970
,,5,2005,2013,8,12,44000,38250,19500,60500,55000,40500,0.207,0.239,0.328,1620,36750,47500,29500,930,13240,6760,11495,6265,20990,15105
,,5,2005,2014,9,12,45750,38500,21500,61500,55500,40500,0.217,0.25,0.317,1620,37750,48000,30250,930,14025,6965,12160,6690,20250,14530
,,5,2006,2006,0,12,30250,25250,13000,39250,40500,30500,0.103,0.268,0.4,1945,29500,36500,18250,1015,15110,7765,12510,7665,44840,28980
,,5,2006,2007,1,12,33500,28500,15000,46000,43000,33000,0.119,0.266,0.366,1945,31500,43500,20500,1015,14690,7535,12150,7430,41980,27845
,,5,2006,2008,2,12,36500,31750,18000,49500,44250,34750,0.126,0.255,0.354,1945,34000,47000,22750,1015,15025,7765,12365,7530,42005,27545
,,5,2006,2009,3,12,36500,32000,17250,49250,45500,34500,0.172,0.274,0.364,1945,32750,48000,19500,1015,15070,7845,12330,7635,41370,27010
,,5,2006,2010,4,12,37750,32750,15250,52750,46250,33000,0.19,0.262,0.383,1945,33500,48500,19500,1015,15190,7900,12350,7595,40915,25825
,,5,2006,2011,5,12,38000,31250,16250,52250,47250,31500,0.209,0.28,0.383,1945,32750,49250,19750,1015,14965,7270,11990,7150,41550,25100
,,5,2006,2012,6,12,39000,31500,16500,53750,48000,32500,0.201,0.297,0.387,1945,33500,50250,20750,1015,14870,6965,11755,6680,43115,23495
,,5,2006,2013,7,12,40000,33250,16250,55250,49750,33250,0.192,0.314,0.389,1945,35250,53250,20750,1015,15205,7335,11945,6875,42615,21995
,,5,2006,2014,8,12,41250,32500,16250,58000,48750,33000,0.207,0.305,0.391,1945,34750,55000,21500,1015,15440,7140,12115,6780,42830,20440
,,5,2007,2007,0,10,28250,22500,12250,39250,38000,23750,0.12,0.304,0.431,2190,26500,38250,17250,1185,15875,8320,13420,7995,32150,27925
