fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1978,,,5,29,28,1,1,0,62,57,5,0,2145,1760,2050,1690,2830,2140,,,2630,2470,3895,4005,3825,5340,6.47,1,11,10,1,1700,1615,2650,1305,1295,1655,20,15,0,,,,,,,,,,,,,,,0.346492
1979,,,5,38,37,1,1,0,88,81,7,0,2320,1960,2215,1870,3110,2225,,,2670,2670,4200,4450,4350,7585,6.25,1,14,13,1,1830,1740,2780,1420,1385,1860,25,25,0,,,,,,,,,,,,,,,0.381639
1980,,,5,53,51,2,1,0,130,121,10,0,2450,2225,2355,2225,3255,2225,,,3025,2800,4450,4450,4450,7005,5.9,1,18,17,1,1960,1875,2750,1585,1555,2070,35,30,5,,,,,,,,,,,,,,,0.42186
1981,,,5,74,72,2,2,0,195,181,14,0,2640,2225,2530,2225,3710,2715,2385,2620,3340,3150,4450,4450,4450,8615,5.64,1,24,23,2,2050,1955,2885,1805,1760,2195,50,45,5,,,,,,,,,,,,,,,0.452594
1982,,,5,91,88,2,2,0,251,234,16,1,2770,2225,2660,2225,3945,3025,2540,2460,3560,3470,4450,4895,4635,8640,5.59,1,35,34,2,2255,2185,2750,2025,2010,2160,80,75,5,,,,,,,,,,,,,,,0.474364
1983,,,5,105,101,3,2,1,304,283,19,1,2905,2225,2790,2225,4175,3060,2650,2520,3920,3790,4450,5200,5000,8900,5.51,1,48,47,2,2465,2395,3075,2095,2085,2230,120,110,5,,,,,,,,,,,,,,,0.491878
1984,,,5,118,114,3,2,1,352,328,22,2,2980,2225,2865,2225,4290,3265,2360,2365,4005,3930,4500,5475,5250,8900,5.42,1,59,58,3,2580,2490,3490,2105,2095,2505,155,145,10,,,,,,,,,,,,,,,0.509814
1985,,,5,136,131,3,2,1,406,378,24,3,2995,2225,2885,2225,4550,3585,2325,2210,4020,3960,5570,5500,5280,9450,5.36,1,72,70,3,2730,2625,3865,2135,2120,2785,195,185,10,,,,,,,,,,,,,,,0.528431
1986,,,5,150,145,3,3,2,445,415,25,5,2965,2225,2855,2225,4720,3445,2350,2180,3930,3890,6185,5390,5225,11385,5.22,1,85,83,4,2750,2645,4015,2140,2120,2935,235,220,15,,,,,,,,,,,,,,,0.536539
1987,,,5,162,156,3,3,3,479,445,28,6,2965,2225,2850,2225,4965,3495,2315,2080,3870,3785,7250,5435,5270,11160,5.19,1,98,95,4,2755,2650,4005,2160,2145,2965,270,250,15,,,,,,,,,,,,,,,0.556903
1988,,,5,177,170,3,3,4,534,493,30,10,3025,2335,2905,2335,5260,3280,2530,2275,3860,3810,6730,5680,5430,12160,5.12,1,110,108,4,2755,2640,4470,2175,2145,2940,305,285,20,,,,,,,,,,,,,,,0.580705
1989,,,5,191,184,3,3,5,598,551,34,13,3125,2335,3000,2335,5485,3270,2720,2195,3985,3905,6675,5935,5775,12500,5.06,1,123,121,4,2820,2690,4985,2245,2220,2905,345,325,20,,,,,,,,,,,,,,,0.60299
1990,,,5,201,192,3,3,6,646,595,35,16,3215,2500,3090,2500,5775,3525,2800,2390,4050,4000,7355,6335,6100,11665,4.92,1,132,130,4,2910,2785,5025,2275,2255,2995,385,360,20,,,,,,,,,,,,,,,0.631967
1991,,,5,208,198,3,3,7,706,647,38,20,3395,2625,3265,2610,6275,4075,2840,2455,4290,4200,7500,6765,6625,13415,4.87,1,135,133,4,3040,2925,5140,2435,2380,3225,410,390,25,,,,,,,,,,,,,,,0.648323
1992,,,5,211,200,3,3,8,766,700,42,24,3640,2625,3505,2625,6930,4405,3005,2515,4670,4600,8540,7340,7055,15135,4.89,1,135,133,4,3245,3125,5455,2500,2500,3490,440,415,25,,,,,,,,,,,,,,,0.665147
1993,,,5,210,200,3,3,8,833,760,44,29,3960,2665,3810,2635,7575,4475,3405,2775,5030,5000,9495,7825,7635,18090,4.82,1,136,133,4,3580,3450,6105,2625,2605,3865,485,460,25,,,,,,,,,,,,,,,0.679709
1994,,,5,212,201,3,3,9,917,829,54,34,4330,2815,4135,2780,9155,5205,3850,2770,5370,5275,10470,8645,8345,22720,4.82,1,137,135,4,3785,3655,6590,2680,2660,4040,520,490,25,,,,,,,,,,,,,,,0.694281
1995,,,5,210,199,3,3,9,1005,900,66,38,4790,3115,4535,3040,11505,6545,4215,2825,5985,5875,14905,10050,9640,29560,4.83,1,136,134,4,4045,3895,7805,2800,2770,4990,550,520,30,31550,0.42,0.64,0.5,58288.9,0.15,0.1,0.04,22465,17220,34485,22515,35045,11665,0.707602
1996,,,5,210,198,3,3,10,1102,976,81,45,5255,3435,4930,3370,13265,7045,4720,3155,6410,6310,15715,11010,10620,35040,4.82,1,136,134,4,4465,4250,9655,2995,2930,5020,610,570,40,31545,0.41,0.65,0.51,59598.8,0.18,0.1,0.04,21280,13725,37115,21280,16200,29080,0.724261
1997,,,5,207,195,3,4,10,1189,1035,99,54,5730,3710,5300,3620,15540,7830,5335,3515,6820,6720,18950,12100,11550,39835,4.91,1,138,136,4,4880,4625,10925,3275,3220,5935,675,630,45,33640,0.42,0.65,0.5,58730.8,0.18,0.1,0.04,21715,13895,38340,21880,16200,11665,0.732323
1998,,,5,210,198,3,4,11,1340,1160,119,61,6370,4000,5860,3930,17165,8440,5775,3685,7680,7500,21010,13520,12935,43035,4.97,1,143,141,4,5670,5335,13605,3730,3665,6475,810,750,60,34390,0.44,0.64,0.5,58667.6,0.15,0.1,0.04,23155,14755,40680,23245,16865,11665,0.738253
1999,,,5,203,190,3,4,11,1422,1224,131,67,7020,4380,6450,4290,18190,8815,6190,3925,8535,8290,21925,14875,14340,45515,5.03,1,139,136,5,6345,5925,15140,4075,4005,6855,880,810,70,36010,0.45,0.63,0.49,58042.7,0.15,0.1,0.04,24245,15980,41015,24335,17350,11370,0.753413
2000,,,5,196,182,3,4,11,1491,1266,148,77,7620,4660,6950,4570,19925,9285,6775,4095,9305,9095,24610,16110,15280,49000,5.15,1,133,130,5,6980,6470,17645,4450,4340,7650,925,845,80,37050,0.46,0.62,0.49,56244.2,0.15,0.1,0.04,25325,16865,41830,25295,19000,38995,0.77168
2001,,,5,191,177,3,5,13,1582,1321,169,92,8265,5015,7475,4905,21815,10625,7390,4515,10020,9775,27640,17765,16440,51310,5.29,1,127,125,5,7720,6965,22720,4775,4670,9730,985,870,110,36595,0.46,0.62,0.49,55081.2,0.16,0.11,0.04,25320,17010,42100,25295,19000,47195,0.779909
2002,,,5,191,176,3,5,13,1686,1394,188,103,8830,5265,7915,5125,22985,11200,8040,4880,10535,10245,29555,19105,17980,59225,5.37,1,126,123,5,8285,7465,23690,5005,4915,10475,1040,920,120,37165,0.47,0.61,0.5,54712.6,0.16,0.11,0.04,25990,17325,42270,25990,32460,24445,0.796383
2003,,,5,192,177,3,6,14,1813,1475,210,128,9420,5515,8355,5365,23745,11240,9160,5010,11070,10665,29860,20420,18880,57775,5.48,1,125,123,5,8745,7850,24075,5190,5110,10455,1090,960,130,37545,0.47,0.61,0.51,54746.4,0.16,0.11,0.04,25870,17300,43525,25830,30245,46065,0.811654
2004,,,5,195,178,3,6,15,1954,1564,234,156,10010,5780,8780,5645,24465,12410,10275,5365,11725,11295,29380,21725,20240,60895,5.61,2,126,123,6,9295,8205,26265,5395,5295,11595,1170,1010,155,37735,0.47,0.61,0.52,54915.8,0.16,0.11,0.04,25765,16525,43860,25665,34070,42095,0.834702
2005,,,5,198,180,3,7,16,2088,1665,256,167,10545,6080,9230,5855,25760,14355,10335,6250,12380,11755,33815,23285,21080,60695,5.72,2,127,125,6,9830,8660,26275,5625,5455,12885,1250,1085,170,37905,0.47,0.61,0.52,54550.4,0.17,0.11,0.04,25335,16060,43930,25260,33195,43140,0.858669
2006,,,5,200,182,3,8,17,2268,1782,280,205,11335,6355,9795,6125,26415,15485,12050,6940,13675,12610,34375,25400,22335,63810,5.85,2,130,128,7,10535,9195,28225,5800,5665,13300,1370,1175,195,37135,0.47,0.61,0.52,54136.7,0.17,0.11,0.04,24860,15510,43975,24800,32460,39360,0.876992
2007,,,5,205,187,3,9,18,2482,1924,316,242,12100,6660,10305,6370,28065,18465,13480,7605,14320,13265,37330,27630,23700,65745,5.85,2,131,129,7,11265,9770,29470,6165,6015,16065,1475,1260,215,36240,0.47,0.61,0.53,53700.3,0.18,0.12,0.04,24220,15010,41525,24135,35190,41615,0.906824
2008,,,5,212,193,3,9,19,2733,2101,359,272,12875,7130,10895,6810,29585,19650,14100,7440,15100,13870,38250,29250,24855,66005,5.94,2,136,134,8,11830,10235,30045,6445,6265,18010,1605,1370,235,35770,0.47,0.61,0.53,53422,0.19,0.12,0.04,23515,14355,40490,23410,35045,39910,0.910217
2009,,,5,224,203,3,10,21,3087,2349,420,317,13775,7700,11575,7315,31905,21340,14985,8285,16045,14815,42725,31730,26695,66385,6.05,2,143,141,8,12330,10635,31360,6800,6540,19090,1760,1500,260,35280,0.46,0.61,0.53,53458,0.19,0.12,0.04,22675,13560,39340,22595,35810,38995,0.929017
2010,,,5,237,213,4,11,23,3454,2614,476,363,14600,8175,12260,7775,32910,21890,15525,8290,17140,15770,43635,33840,27950,72475,6.08,2,151,149,9,12990,11155,32990,7175,6920,20415,1965,1665,300,34780,0.46,0.6,0.54,53510.3,0.2,0.12,0.04,22260,13110,38455,22085,33465,35675,0.941916
2011,,,5,248,224,4,12,25,3908,2947,547,413,15730,8780,13165,8425,35300,24215,16305,9120,18445,16815,47560,36745,30135,75930,6.1,2,163,160,10,13930,11995,33705,7860,7575,21610,2265,1925,345,34365,0.46,0.6,0.54,53677.3,0.2,0.12,0.04,21885,12955,38260,21715,32850,28710,0.965479
2012,,,5,258,233,4,13,26,4338,3254,615,468,16820,9400,13995,8895,36500,23740,17890,9465,19590,17830,48050,39265,32535,81005,6.02,2,176,174,11,14765,12700,35765,8295,8005,22815,2600,2205,395,33890,0.46,0.6,0.54,53593.4,0.2,0.12,0.04,21355,12650,37630,21305,34890,29285,0.980216
2013,,,5,264,238,4,14,27,4739,3528,690,520,17970,9795,14835,9420,39335,27445,19540,9775,21155,19030,51030,42145,34570,88120,6.01,2,188,185,12,15755,13575,36955,8790,8400,22795,2960,2510,445,33480,0.47,0.59,0.54,53454.6,0.2,0.12,0.04,21005,12260,36665,20945,34435,30155,0.992323
2014,,,5,269,243,4,15,27,5152,3817,762,572,19120,10165,15700,9705,41610,27430,20925,9850,22245,20235,55800,45455,37265,95030,5.96,1,201,198,13,17060,14695,39260,9360,8970,24795,3435,2915,520,33310,0.48,0.59,0.53,53374.5,0.21,0.12,0.04,20740,11930,35550,20685,34465,28505,1
1970,,,6,67,61,6,0,0,84,74,10,0,1260,890,1225,890,1505,1335,,,1335,1335,1335,2135,2005,2670,5.85,1,1,1,0,1425,1405,1220,1045,885,1330,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,,6,111,100,11,2,0,180,159,21,0,1620,1335,1580,1335,1760,1335,,,2055,1960,2405,2670,2670,2670,6.01,1,5,4,1,1210,1160,1345,875,865,1235,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,,6,156,140,16,3,0,286,251,35,0,1840,1335,1795,1335,1850,1335,,,2560,2420,2670,3380,3220,3560,6.05,1,20,17,3,1255,1225,1360,1035,885,1270,25,20,5,,,,,,,,,,,,,,,0.224633
1973,,,6,201,179,22,6,0,410,352,58,0,2040,1595,1965,1440,2060,1335,,,2670,2670,2670,3915,3650,4005,5.99,1,41,35,6,1515,1475,1585,1240,1205,1265,60,50,10,,,,,,,,,,,,,,,0.24199
1974,,,6,246,218,28,9,0,545,460,85,0,2215,1780,2110,1715,2255,1780,,,2670,2670,2745,4015,4005,4450,6.14,2,68,58,11,1745,1675,1895,1325,1305,1295,120,95,20,,,,,,,,,,,,,,,0.269745
1975,,,6,293,259,35,14,0,691,576,115,0,2360,1780,2230,1780,2390,1825,,,3115,2810,3115,4450,4270,4450,6.26,2,94,81,16,1905,1815,2055,1535,1455,1615,180,145,35,,,,,,,,,,,,,,,0.287627
1976,,,6,353,309,44,21,0,875,715,160,0,2480,1955,2310,1780,2475,1965,,,3245,3070,3115,4895,4450,4850,6.31,2,119,101,21,2060,1960,2155,1645,1575,1740,245,200,45,,,,,,,,,,,,,,,0.302189
1977,,,6,444,389,56,31,0,1187,948,239,0,2670,2210,2440,1970,2770,2225,,,3560,3155,3695,5340,4695,5565,6.3,2,149,127,28,2170,2050,2250,1715,1615,1740,325,260,65,,,,,,,,,,,,,,,0.322139
1978,,,6,562,488,73,46,0,1645,1277,368,0,2930,2225,2615,2225,3095,2225,,,4000,3560,4450,5785,4980,6675,6.28,2,187,158,38,2300,2115,2465,1770,1695,1910,430,335,95,,,,,,,,,,,,,,,0.346492
1979,,,6,788,684,104,68,0,2495,1893,602,0,3165,2225,2770,2225,3505,2570,,,4450,3720,4450,6230,5340,7295,6.14,2,232,196,51,2450,2200,2690,1895,1720,1995,570,430,135,,,,,,,,,,,,,,,0.381639
1980,,,6,1151,996,155,107,0,3922,2895,1027,0,3410,2335,2905,2225,3920,3380,,,4450,4095,4450,6675,5340,8885,5.94,2,294,249,70,2670,2335,2940,2010,1875,2110,785,580,205,,,,,,,,,,,,,,,0.42186
1981,,,6,1575,1350,219,151,6,6099,4346,1734,19,3870,3070,3220,2410,4685,4450,3105,2640,4590,4450,6145,7385,6140,8900,5.78,2,391,329,103,3005,2540,3310,2175,2060,2485,1175,835,340,,,,,,,,,,,,,,,0.452594
1982,,,6,1838,1566,256,179,15,7704,5380,2276,48,4190,3560,3435,2670,5230,4450,3145,2620,5275,4450,7790,8410,6675,10415,5.77,2,545,454,156,3355,2755,3720,2500,2150,3040,1830,1250,580,,,,,,,,,,,,,,,0.474364
1983,,,6,2091,1767,292,202,32,9323,6407,2813,104,4460,3790,3625,3020,5695,4450,3285,2620,5870,4610,8530,8900,6675,12720,5.76,2,739,610,220,3730,2990,4240,2975,2385,3590,2755,1825,930,,,,,,,,,,,,,,,0.491878
1984,,,6,2382,2001,333,228,48,11034,7460,3410,165,4635,3820,3730,3115,6070,4450,3455,2605,6230,4870,8745,8900,6910,13350,5.73,2,949,780,283,4060,3215,4740,3325,2620,3740,3850,2510,1345,,,,,,,,,,,,,,,0.509814
1985,,,6,2669,2234,370,259,66,12805,8538,4031,236,4795,3885,3820,3200,6410,4450,3570,2570,6400,5010,8900,8900,7310,13350,5.68,2,1168,959,345,4300,3380,5155,3460,2820,3835,5020,3240,1780,,,,,,,,,,,,,,,0.528431
1986,,,6,2901,2421,401,282,79,14139,9339,4515,284,4875,3905,3855,3200,6610,4450,3575,2520,6475,5195,8900,9100,7500,14240,5.63,2,1394,1148,406,4455,3470,5475,3500,2845,3935,6210,3985,2225,,,,,,,,,,,,,,,0.536539
1987,,,6,3099,2580,428,305,92,15664,10154,5181,329,5055,3875,3935,3225,7065,5000,3570,2505,6655,5365,9705,9840,7800,15575,5.62,2,1594,1312,463,4600,3540,5805,3520,2825,4050,7330,4645,2685,76965,0,1,0.5,53186.5,0.36,0.18,0.05,76965,76965,,76965,,,0.556903
1988,,,6,3313,2742,458,328,115,17505,11043,6042,420,5285,3830,4025,3245,7695,5385,3635,2750,6675,5535,10575,10435,8010,17435,5.58,3,1782,1468,516,4730,3575,6170,3480,2805,4155,8430,5245,3185,53855,0,1,0.67,51427.7,0.24,0.15,0.05,76110,76110,,76110,,,0.580705
1989,,,6,3532,2901,487,348,148,19388,11923,6913,552,5490,3765,4110,3255,8270,5705,3730,3120,6870,5630,11100,11100,8230,19580,5.54,3,1949,1610,558,4870,3625,6555,3425,2795,4160,9490,5835,3660,50595,0,0.83,0.5,64045,0.19,0.09,0.04,65660,65660,,65660,,,0.60299
1990,,,6,3735,3035,519,366,186,21663,12953,7987,723,5800,3840,4265,3285,9025,6085,3875,3190,7165,5810,12125,11910,8730,21675,5.51,3,2079,1716,595,5075,3700,7055,3370,2800,4335,10550,6350,4200,50595,0,0.83,0.5,64045,0.19,0.09,0.04,65660,65660,,65660,,,0.631967
1991,,,6,3894,3132,542,374,226,24216,14136,9152,928,6220,4000,4515,3440,9985,6675,4100,3295,7610,6225,13685,12875,9345,23520,5.49,3,2140,1767,609,5405,3855,7810,3460,2830,4770,11570,6815,4755,51660,0,0.86,0.43,64045,0.19,0.09,0.04,58060,58060,,58060,,,0.648323
1992,,,6,4032,3206,560,376,275,26989,15467,10338,1184,6695,4205,4825,3690,11045,7500,4305,3295,8240,6625,15000,14140,10175,26385,5.49,3,2161,1781,615,5890,4120,8770,3660,2980,5175,12725,7330,5390,51660,0,0.86,0.43,64045,0.19,0.09,0.04,58060,58060,,58060,,,0.665147
1993,,,6,4156,3284,574,373,309,30732,17327,11902,1502,7395,4750,5275,3990,12560,8100,4860,3365,9250,7350,17655,15935,11035,29590,5.49,3,2158,1777,613,6550,4485,10050,3980,3295,5950,14135,7970,6165,51660,0,0.86,0.43,64045,0.19,0.09,0.04,58060,58060,,58060,,,0.679709
1994,,,6,4359,3417,604,384,350,36884,20223,14545,2116,8460,5350,5920,4500,14705,10000,6055,4000,10640,8260,20275,18580,12405,35880,5.46,3,2184,1795,621,7260,4885,11400,4385,3565,6940,15855,8770,7080,51660,0,0.86,0.43,64045,0.19,0.09,0.04,58060,58060,,58060,,,0.694281
1995,,,6,4519,3514,632,401,387,43775,23396,17542,2837,9685,6095,6655,5145,16980,11720,7335,4580,11910,9410,23575,21300,14250,38935,5.43,3,2204,1804,634,8225,5420,13180,4980,3955,8060,18130,9780,8355,55240,0.65,0.58,0.33,57476.5,0.14,0.13,0.04,45325,22465,61145,48645,27090,55450,0.707602
1996,,,6,4729,3661,660,423,423,51477,27015,20813,3648,10885,6505,7380,5540,19210,13450,8625,5175,13625,10510,27070,24345,16010,45485,5.43,3,2275,1858,659,9400,6100,15245,5480,4450,9495,21375,11330,10045,56535,0.67,0.58,0.32,57439.8,0.13,0.12,0.04,46670,22550,61860,49780,27860,47490,0.724261
1997,,,6,4937,3808,683,451,462,59762,30875,24322,4565,12105,7310,8105,6125,21440,15125,9880,6010,15220,11625,30920,27375,17125,52025,5.43,3,2362,1923,697,10765,6860,17550,6280,4975,11005,25430,13190,12240,57565,0.68,0.58,0.32,58671.4,0.13,0.11,0.04,47675,23005,62220,50675,28475,50550,0.732323
1998,,,6,5256,4068,716,506,492,68940,35363,28107,5470,13115,7915,8690,6285,22995,15150,11110,6810,16235,12430,32605,30240,18340,56710,5.43,3,2560,2089,768,12845,8025,20985,7330,5610,13030,32880,16760,16120,58575,0.69,0.58,0.32,61468.4,0.13,0.1,0.04,48515,23395,62895,51705,29570,47725,0.738253
1999,,,6,5463,4230,730,543,525,77895,39478,32060,6357,14260,8590,9335,6800,25170,16840,12105,7365,17190,13515,35505,33195,19585,59840,5.45,3,2667,2179,809,14420,8915,23525,8260,6310,14870,38465,19425,19040,59840,0.7,0.59,0.32,64573.7,0.11,0.08,0.03,49495,23585,63815,52910,30925,47890,0.753413
2000,,,6,5627,4351,742,577,559,86460,43335,35812,7313,15365,9140,9960,7440,27160,17985,13085,7970,18230,14375,37685,35980,20805,63215,5.45,3,2750,2243,853,15970,9750,25850,9340,7065,16350,43920,21865,22060,60980,0.7,0.58,0.32,64667.5,0.11,0.08,0.03,50475,24110,64715,53945,32995,48500,0.77168
2001,,,6,5778,4471,746,610,587,95093,47401,39520,8172,16460,9795,10600,8075,29160,18770,13920,8445,19275,14895,39215,38250,22050,67325,5.46,3,2802,2291,877,17605,10625,28505,10350,7890,17885,49335,24345,24990,62260,0.7,0.58,0.32,64742.2,0.11,0.08,0.03,51235,24570,65350,54780,34535,48865,0.779909
2002,,,6,6012,4651,769,666,623,104381,51633,43594,9153,17360,10250,11100,8500,30395,19020,14685,8740,20195,15470,40415,40190,23110,70715,5.45,3,2900,2380,918,18955,11320,30525,11050,8440,18915,54965,26940,28025,63495,0.71,0.59,0.32,64925.7,0.11,0.08,0.03,52050,24995,66160,55630,36680,48360,0.796383
2003,,,6,6304,4870,799,738,672,115268,56385,48238,10645,18285,10740,11575,8875,31390,19575,15840,9050,21410,16025,41235,42400,24185,73060,5.44,3,3025,2497,966,20110,11940,32110,11660,8955,19755,60830,29825,31005,64185,0.7,0.59,0.32,64997.9,0.11,0.08,0.03,52275,25235,66425,55915,38525,49175,0.811654
2004,,,6,6619,5109,828,819,725,128160,61707,53821,12632,19360,11440,12075,9110,32665,20925,17415,9835,22830,16695,43000,45265,25270,75295,5.41,3,3187,2645,1034,21440,12595,33855,12450,9560,21150,68325,33305,35015,64915,0.71,0.59,0.32,65076.6,0.11,0.08,0.03,52640,25240,66920,56380,40220,48910,0.834702
2005,,,6,6926,5347,841,912,790,142011,67524,60318,14169,20505,12085,12630,9660,34400,22595,17940,10275,24440,17125,46040,47935,26535,78285,5.39,3,3406,2840,1131,23075,13300,36090,13515,10275,23210,78585,37770,40810,65565,0.71,0.59,0.32,65129.2,0.11,0.08,0.03,53000,25120,67335,56840,41335,49655,0.858669
2006,,,6,7206,5600,855,1006,814,157655,74113,67445,16097,21880,13055,13235,10300,36250,24470,19785,11440,26350,17755,47985,51710,27925,82345,5.36,3,3641,3050,1235,24565,14015,37795,14560,11035,24935,89445,42750,46695,66145,0.71,0.59,0.32,65141.5,0.11,0.08,0.03,53415,25000,67660,57255,42665,49805,0.876992
2007,,,6,7482,5831,886,1094,834,174625,80468,76117,18040,23340,13855,13800,10770,38425,25930,21630,12535,28195,18375,51205,55155,29225,88030,5.32,3,3811,3209,1301,25580,14595,38910,15130,11515,26020,97470,46835,50635,66725,0.72,0.59,0.31,65174.8,0.11,0.08,0.03,53720,24900,67880,57570,43790,49175,0.906824
2008,,,6,7783,6066,931,1178,861,193168,87461,85912,19794,24820,14410,14420,11305,40735,27375,22995,13185,29735,18875,53655,58390,30240,94645,5.29,3,4017,3390,1387,26570,15050,40165,15605,11855,26960,106735,51010,55720,67410,0.72,0.59,0.31,65221.9,0.11,0.08,0.03,53900,24880,68140,57805,44560,48980,0.910217
2009,,,6,8211,6383,997,1278,913,215440,96583,97225,21616,26240,15210,15130,12150,42725,28190,23685,13460,31065,19555,55465,61325,31440,100820,5.24,3,4318,3645,1508,27560,15380,41755,15925,12010,27985,119015,56065,62950,68275,0.72,0.59,0.31,65328.6,0.11,0.08,0.03,54035,24820,68440,57990,45605,48090,0.929017
2010,,,6,8626,6685,1055,1375,980,239469,106086,109500,23845,27760,16110,15870,12665,45060,29225,24335,13775,32655,20930,57980,64485,33005,108330,5.19,3,4621,3906,1627,28835,15865,43805,16350,12280,28665,133230,61965,71265,68650,0.72,0.59,0.31,65435.2,0.11,0.08,0.03,53920,24500,68415,57850,46290,46680,0.941916
2011,,,6,9041,6990,1106,1464,1051,266654,116939,122887,26766,29495,16805,16730,13105,47830,30505,25470,14490,34670,22430,61645,68305,34995,116230,5.11,3,4974,4211,1763,30440,16615,46210,17035,12615,29600,151420,69965,81455,68670,0.73,0.59,0.31,65471.5,0.11,0.08,0.03,53605,24110,68125,57395,46965,43345,0.965479
2012,,,6,9332,7240,1133,1537,1071,292623,127112,135911,29531,31360,17690,17560,13515,50895,31760,27570,15740,36790,23905,65150,72580,37060,125565,5.02,3,5374,4560,1905,32100,17420,48860,17890,12910,30775,172500,79435,93065,68580,0.73,0.59,0.31,65411.4,0.12,0.09,0.03,53155,23780,67685,56805,47435,42735,0.980216
2013,,,6,9539,7428,1149,1595,1078,316083,136549,147467,31999,33135,18655,18385,14075,53735,33040,29680,16585,38770,25030,68825,77045,39125,133045,4.91,3,5763,4905,2038,33890,18345,51670,18820,13385,32015,195285,89970,105315,68415,0.73,0.59,0.31,65331.1,0.12,0.09,0.03,52685,23405,67120,56150,47785,41725,0.992323
2014,,,6,9751,7622,1162,1654,1088,339141,145798,158698,34581,34780,19365,19130,14480,56360,34125,31780,17270,40520,26290,72045,81375,41105,140325,4.77,3,6186,5289,2167,35675,19360,54580,19760,14005,33180,220685,102410,118275,68410,0.74,0.6,0.31,65247.7,0.12,0.09,0.03,52280,23005,66625,55595,48035,40180,1
